"DIM_LOAN_ID","GRADE","SUB_GRADE","TERM","LOAN_STATUS","PURPOSE","VERIFICATION_STATUS"
450,"A","A5"," 60 months","Fully Paid","small business","Verified"
451,"A","A5"," 60 months","Fully Paid","vacation","Not Verified"
452,"A","A5"," 60 months","Fully Paid","vacation","Source Verified"
453,"A","A5"," 60 months","Fully Paid","wedding","Not Verified"
454,"A","A5"," 60 months","Fully Paid","wedding","Source Verified"
455,"A","A5"," 60 months","Fully Paid","wedding","Verified"
456,"B","B1"," 36 months","Charged Off","Debt consolidation","Not Verified"
457,"B","B1"," 36 months","Charged Off","Debt consolidation","Source Verified"
458,"B","B1"," 36 months","Charged Off","Debt consolidation","Verified"
459,"B","B1"," 36 months","Charged Off","car","Not Verified"
460,"B","B1"," 36 months","Charged Off","car","Verified"
461,"B","B1"," 36 months","Charged Off","credit card","Not Verified"
462,"B","B1"," 36 months","Charged Off","credit card","Source Verified"
463,"B","B1"," 36 months","Charged Off","credit card","Verified"
464,"B","B1"," 36 months","Charged Off","educational","Not Verified"
465,"B","B1"," 36 months","Charged Off","educational","Verified"
466,"B","B1"," 36 months","Charged Off","home improvement","Not Verified"
467,"B","B1"," 36 months","Charged Off","home improvement","Source Verified"
468,"B","B1"," 36 months","Charged Off","home improvement","Verified"
469,"B","B1"," 36 months","Charged Off","house","Source Verified"
470,"B","B1"," 36 months","Charged Off","house","Verified"
471,"B","B1"," 36 months","Charged Off","major purchase","Not Verified"
472,"B","B1"," 36 months","Charged Off","major purchase","Source Verified"
473,"B","B1"," 36 months","Charged Off","major purchase","Verified"
474,"B","B1"," 36 months","Charged Off","medical","Source Verified"
475,"B","B1"," 36 months","Charged Off","moving","Not Verified"
476,"B","B1"," 36 months","Charged Off","moving","Source Verified"
477,"B","B1"," 36 months","Charged Off","other","Not Verified"
478,"B","B1"," 36 months","Charged Off","other","Source Verified"
479,"B","B1"," 36 months","Charged Off","other","Verified"
480,"B","B1"," 36 months","Charged Off","small business","Not Verified"
481,"B","B1"," 36 months","Charged Off","small business","Verified"
482,"B","B1"," 36 months","Charged Off","vacation","Not Verified"
483,"B","B1"," 36 months","Charged Off","vacation","Verified"
484,"B","B1"," 36 months","Charged Off","wedding","Not Verified"
485,"B","B1"," 36 months","Charged Off","wedding","Source Verified"
486,"B","B1"," 36 months","Fully Paid","Debt consolidation","Not Verified"
487,"B","B1"," 36 months","Fully Paid","credit card","Source Verified"
488,"B","B1"," 36 months","Fully Paid","credit card","Verified"
489,"B","B1"," 36 months","Fully Paid","educational","Not Verified"
490,"B","B1"," 36 months","Fully Paid","educational","Source Verified"
491,"B","B1"," 36 months","Fully Paid","home improvement","Not Verified"
492,"B","B1"," 36 months","Fully Paid","major purchase","Source Verified"
493,"B","B1"," 36 months","Fully Paid","major purchase","Verified"
494,"B","B1"," 36 months","Fully Paid","medical","Not Verified"
495,"B","B1"," 36 months","Fully Paid","medical","Source Verified"
496,"B","B1"," 36 months","Fully Paid","medical","Verified"
497,"B","B1"," 36 months","Fully Paid","moving","Not Verified"
498,"B","B1"," 36 months","Fully Paid","moving","Source Verified"
499,"B","B1"," 36 months","Fully Paid","home improvement","Source Verified"
500,"B","B1"," 36 months","Fully Paid","home improvement","Verified"
501,"B","B1"," 36 months","Fully Paid","house","Not Verified"
502,"B","B1"," 36 months","Fully Paid","house","Source Verified"
503,"B","B1"," 36 months","Fully Paid","house","Verified"
504,"B","B1"," 36 months","Fully Paid","major purchase","Not Verified"
505,"B","B1"," 36 months","Fully Paid","Debt consolidation","Verified"
506,"B","B1"," 36 months","Fully Paid","car","Not Verified"
507,"B","B1"," 36 months","Fully Paid","car","Source Verified"
508,"B","B1"," 36 months","Fully Paid","car","Verified"
509,"B","B1"," 36 months","Fully Paid","credit card","Not Verified"
510,"B","B1"," 36 months","Fully Paid","moving","Verified"
511,"B","B1"," 36 months","Fully Paid","other","Not Verified"
512,"B","B1"," 36 months","Fully Paid","other","Source Verified"
513,"B","B1"," 36 months","Fully Paid","other","Verified"
514,"B","B1"," 36 months","Fully Paid","renewable_energy","Not Verified"
515,"B","B1"," 36 months","Fully Paid","renewable_energy","Source Verified"
516,"B","B1"," 36 months","Fully Paid","renewable_energy","Verified"
517,"B","B1"," 36 months","Fully Paid","small business","Not Verified"
518,"B","B1"," 36 months","Fully Paid","small business","Source Verified"
519,"B","B1"," 36 months","Fully Paid","small business","Verified"
520,"B","B1"," 36 months","Fully Paid","vacation","Not Verified"
521,"B","B1"," 36 months","Fully Paid","vacation","Source Verified"
522,"B","B1"," 36 months","Fully Paid","vacation","Verified"
523,"B","B1"," 36 months","Fully Paid","wedding","Not Verified"
524,"B","B1"," 36 months","Fully Paid","wedding","Source Verified"
525,"B","B1"," 36 months","Fully Paid","wedding","Verified"
526,"B","B1"," 60 months","Charged Off","Debt consolidation","Not Verified"
527,"B","B1"," 60 months","Charged Off","Debt consolidation","Source Verified"
528,"B","B1"," 60 months","Charged Off","Debt consolidation","Verified"
529,"B","B1"," 60 months","Charged Off","car","Not Verified"
530,"B","B1"," 60 months","Charged Off","credit card","Not Verified"
531,"B","B1"," 60 months","Charged Off","credit card","Source Verified"
532,"B","B1"," 60 months","Charged Off","home improvement","Not Verified"
533,"B","B1"," 60 months","Charged Off","major purchase","Verified"
534,"B","B1"," 60 months","Charged Off","moving","Not Verified"
535,"B","B1"," 60 months","Charged Off","other","Not Verified"
536,"B","B1"," 60 months","Charged Off","other","Source Verified"
537,"B","B1"," 60 months","Charged Off","small business","Source Verified"
538,"B","B1"," 60 months","Charged Off","small business","Verified"
539,"B","B1"," 60 months","Current","Debt consolidation","Not Verified"
540,"B","B1"," 60 months","Current","Debt consolidation","Source Verified"
541,"B","B1"," 60 months","Current","Debt consolidation","Verified"
542,"B","B1"," 60 months","Current","car","Not Verified"
543,"B","B1"," 60 months","Current","home improvement","Source Verified"
544,"B","B1"," 60 months","Current","home improvement","Verified"
545,"B","B1"," 60 months","Current","house","Verified"
546,"B","B1"," 60 months","Current","major purchase","Not Verified"
547,"B","B1"," 60 months","Current","medical","Not Verified"
548,"B","B1"," 60 months","Current","moving","Verified"
549,"B","B1"," 60 months","Current","other","Not Verified"
550,"B","B1"," 60 months","Current","other","Source Verified"
551,"B","B1"," 60 months","Current","other","Verified"
552,"B","B1"," 60 months","Current","small business","Not Verified"
553,"B","B1"," 60 months","Current","small business","Source Verified"
554,"B","B1"," 60 months","Current","vacation","Verified"
555,"B","B1"," 60 months","Fully Paid","Debt consolidation","Not Verified"
556,"B","B1"," 60 months","Fully Paid","Debt consolidation","Source Verified"
557,"B","B1"," 60 months","Fully Paid","Debt consolidation","Verified"
558,"B","B1"," 60 months","Fully Paid","car","Not Verified"
559,"B","B1"," 60 months","Fully Paid","car","Source Verified"
560,"B","B1"," 60 months","Fully Paid","car","Verified"
561,"B","B1"," 60 months","Fully Paid","credit card","Not Verified"
562,"B","B1"," 60 months","Fully Paid","credit card","Source Verified"
563,"B","B1"," 60 months","Fully Paid","home improvement","Not Verified"
564,"B","B1"," 60 months","Fully Paid","home improvement","Source Verified"
565,"B","B1"," 60 months","Fully Paid","home improvement","Verified"
566,"B","B1"," 60 months","Fully Paid","house","Verified"
567,"B","B1"," 60 months","Fully Paid","major purchase","Not Verified"
568,"B","B1"," 60 months","Fully Paid","major purchase","Source Verified"
569,"B","B1"," 60 months","Fully Paid","major purchase","Verified"
570,"B","B1"," 60 months","Fully Paid","medical","Source Verified"
571,"B","B1"," 60 months","Fully Paid","medical","Verified"
572,"B","B1"," 60 months","Fully Paid","moving","Not Verified"
573,"B","B1"," 60 months","Fully Paid","moving","Source Verified"
574,"B","B1"," 60 months","Fully Paid","other","Not Verified"
575,"B","B1"," 60 months","Fully Paid","other","Source Verified"
576,"B","B1"," 60 months","Fully Paid","other","Verified"
577,"B","B1"," 60 months","Fully Paid","small business","Not Verified"
578,"B","B1"," 60 months","Fully Paid","small business","Source Verified"
579,"B","B1"," 60 months","Fully Paid","small business","Verified"
580,"B","B1"," 60 months","Fully Paid","vacation","Not Verified"
581,"B","B1"," 60 months","Fully Paid","wedding","Not Verified"
582,"B","B1"," 60 months","Fully Paid","wedding","Source Verified"
583,"B","B2"," 36 months","Charged Off","Debt consolidation","Not Verified"
584,"B","B2"," 36 months","Charged Off","Debt consolidation","Source Verified"
585,"B","B2"," 36 months","Charged Off","Debt consolidation","Verified"
586,"B","B2"," 36 months","Charged Off","car","Not Verified"
587,"B","B2"," 36 months","Charged Off","car","Source Verified"
588,"B","B2"," 36 months","Charged Off","credit card","Not Verified"
589,"B","B2"," 36 months","Charged Off","credit card","Source Verified"
590,"B","B2"," 36 months","Charged Off","credit card","Verified"
591,"B","B2"," 36 months","Charged Off","educational","Not Verified"
592,"B","B2"," 36 months","Charged Off","home improvement","Not Verified"
593,"B","B2"," 36 months","Charged Off","home improvement","Verified"
594,"B","B2"," 36 months","Charged Off","house","Not Verified"
595,"B","B2"," 36 months","Charged Off","house","Verified"
596,"B","B2"," 36 months","Charged Off","major purchase","Not Verified"
597,"B","B2"," 36 months","Charged Off","major purchase","Source Verified"
598,"B","B2"," 36 months","Charged Off","major purchase","Verified"
599,"B","B2"," 36 months","Charged Off","medical","Not Verified"
600,"B","B2"," 36 months","Charged Off","medical","Verified"
601,"B","B2"," 36 months","Charged Off","moving","Source Verified"
602,"B","B2"," 36 months","Charged Off","other","Not Verified"
603,"B","B2"," 36 months","Charged Off","other","Source Verified"
604,"B","B2"," 36 months","Charged Off","renewable_energy","Not Verified"
605,"B","B2"," 36 months","Charged Off","small business","Not Verified"
606,"B","B2"," 36 months","Charged Off","small business","Source Verified"
607,"B","B2"," 36 months","Charged Off","small business","Verified"
608,"B","B2"," 36 months","Charged Off","vacation","Not Verified"
609,"B","B2"," 36 months","Charged Off","wedding","Source Verified"
610,"B","B2"," 36 months","Charged Off","wedding","Verified"
611,"B","B2"," 36 months","Fully Paid","Debt consolidation","Not Verified"
612,"B","B2"," 36 months","Fully Paid","car","Not Verified"
613,"B","B2"," 36 months","Fully Paid","car","Source Verified"
614,"B","B2"," 36 months","Fully Paid","car","Verified"
615,"B","B2"," 36 months","Fully Paid","credit card","Not Verified"
616,"B","B2"," 36 months","Fully Paid","educational","Not Verified"
617,"B","B2"," 36 months","Fully Paid","educational","Source Verified"
618,"B","B2"," 36 months","Fully Paid","educational","Verified"
619,"B","B2"," 36 months","Fully Paid","home improvement","Not Verified"
620,"B","B2"," 36 months","Fully Paid","home improvement","Source Verified"
621,"B","B2"," 36 months","Fully Paid","home improvement","Verified"
622,"B","B2"," 36 months","Fully Paid","credit card","Source Verified"
623,"B","B2"," 36 months","Fully Paid","credit card","Verified"
624,"B","B2"," 36 months","Fully Paid","Debt consolidation","Source Verified"
625,"B","B2"," 36 months","Fully Paid","Debt consolidation","Verified"
626,"B","B3"," 36 months","Charged Off","Debt consolidation","Source Verified"
627,"B","B3"," 36 months","Charged Off","Debt consolidation","Verified"
628,"B","B3"," 36 months","Charged Off","car","Source Verified"
629,"B","B3"," 36 months","Charged Off","car","Verified"
630,"B","B3"," 36 months","Charged Off","credit card","Not Verified"
631,"B","B3"," 36 months","Charged Off","credit card","Source Verified"
632,"B","B3"," 36 months","Charged Off","credit card","Verified"
633,"B","B3"," 36 months","Charged Off","educational","Not Verified"
634,"B","B3"," 36 months","Charged Off","home improvement","Not Verified"
635,"B","B3"," 36 months","Charged Off","home improvement","Source Verified"
636,"B","B3"," 36 months","Charged Off","home improvement","Verified"
637,"B","B3"," 36 months","Charged Off","house","Source Verified"
638,"B","B3"," 36 months","Charged Off","major purchase","Not Verified"
639,"B","B3"," 36 months","Charged Off","major purchase","Source Verified"
640,"B","B3"," 36 months","Charged Off","medical","Not Verified"
641,"B","B3"," 36 months","Charged Off","medical","Verified"
642,"B","B3"," 36 months","Charged Off","moving","Not Verified"
643,"B","B3"," 36 months","Charged Off","moving","Source Verified"
644,"B","B3"," 36 months","Charged Off","moving","Verified"
645,"B","B3"," 36 months","Charged Off","other","Not Verified"
646,"B","B3"," 36 months","Charged Off","other","Source Verified"
647,"B","B3"," 36 months","Charged Off","other","Verified"
648,"B","B3"," 36 months","Charged Off","renewable_energy","Source Verified"
649,"B","B3"," 36 months","Charged Off","small business","Not Verified"
650,"B","B3"," 36 months","Charged Off","small business","Source Verified"
651,"B","B3"," 36 months","Charged Off","small business","Verified"
652,"B","B3"," 36 months","Charged Off","vacation","Not Verified"
653,"B","B3"," 36 months","Charged Off","vacation","Source Verified"
654,"B","B3"," 36 months","Charged Off","vacation","Verified"
655,"B","B3"," 36 months","Charged Off","wedding","Not Verified"
656,"B","B3"," 36 months","Charged Off","wedding","Source Verified"
657,"B","B3"," 36 months","Charged Off","wedding","Verified"
658,"B","B3"," 36 months","Fully Paid","Debt consolidation","Not Verified"
659,"B","B2"," 36 months","Fully Paid","house","Not Verified"
660,"B","B2"," 36 months","Fully Paid","house","Source Verified"
