"BORROWER_ID","EMP_LENGTH","EMP_TITLE","HOME_OWNERSHIP","ANNUAL_INCOME"
425299,"3 years","Foley  and  Lardner LLP","OTHER",58000
972359,"1 year","ASPCA","OWN",74000
1283698,"< 1 year","Tampa Korean United Methodist Church","OWN",51000
899241,"10+ years","united states air force","OWN",153000
1050169,"2 years","NYC Department of Education","OWN",38400
1244024,"10+ years","Citigroup","OWN",46000
909734,"1 year","Drexel University","RENT",96900
1005023,"1 year","Chartis Private Client Group","RENT",52000
1208665,"1 year","Best Truck Insurance, Inc.","RENT",36000
815902,"2 years","dr. behravan","RENT",26400
682561,"3 years","Valley National Bank","RENT",70000
1219885,"4 years","Genentech","RENT",68500
1050741,"4 years","Northwest Community Credit Union","RENT",32400
1272470,"6 years","","RENT",24000
1021295,"6 years","DSS, inc.","RENT",65000
777090,"7 years","MERCURY INSURANCE GROUP","RENT",65000
941800,"< 1 year","Fried Bros., Inc.","RENT",6000
800450,"< 1 year","SNL Financial","RENT",37500
696653,"5 years","Thomson Reuters","RENT",40000
793670,"6 years","Experian","RENT",58000
391646,"1 year","Blackboard","RENT",70000
1043876,"2 years","USA Truck","RENT",28800
501470,"2 years","SFBR","RENT",63000
854984,"< 1 year","Tufts University","RENT",552000
984555,"< 1 year","Bolder Inc","RENT",42000
827783,"1 year","Todd Powell","RENT",80000
418228,"3 years","Los Angeles Unified School District","RENT",65867
681522,"5 years","","RENT",120000
839022,"< 1 year","Lifechek Pharmacy","RENT",115200
1199996,"1 year","US Treasury","RENT",62467
1000680,"1 year","Red Wing Public School","RENT",39000
679314,"10+ years","Rudolf Steiner Foundation","RENT",115000
1288880,"3 years","Five Towns College","RENT",36000
815391,"6 years","NTRglobal","RENT",105000
1258694,"6 years","Versus Trading Company","RENT",38000
1269924,"< 1 year","Clearlink","RENT",25000
1267541,"< 1 year","Springleaf Financial Services","RENT",42500
1012577,"< 1 year","PERRYTON FEEDERS LLC","RENT",80000
1260070,"2 years","Capp Realty","RENT",40000
1261408,"6 years","Broward College","RENT",41000
950810,"9 years","Playhouse Square Foundation","RENT",51300
775440,"< 1 year","T-Systems North America, Inc.","RENT",38400
1066433,"< 1 year","INVEST Financial Corporation","RENT",30000
392643,"< 1 year","MEDomics, LLC","RENT",100000
968631,"< 1 year","Sapient","RENT",90000
993754,"< 1 year","Correlation Ventures","RENT",60000
924860,"1 year","HMMY Property Management Corp","RENT",64800
402199,"1 year","St. Francis High School","RENT",26000
1204785,"2 years","Tad Pgs","RENT",124000
697025,"2 years","Chase Home Finance","RENT",30000
791817,"3 years","NOHO Modern Inc","RENT",45000
766937,"6 years","Shake-N-Go","RENT",70000
1210221,"3 years","Chase","RENT",40000
732098,"1 year","Creative Identity","RENT",24000
897438,"2 years","Tomblin, Farmer & Morris, PLLC","RENT",75000
713323,"3 years","The University of Chicago","RENT",46000
1212935,"4 years","Air Force","RENT",30000
929135,"5 years","Berlin Ramos & Co","RENT",92000
417323,"5 years","Butte College","RENT",75000
936023,"8 years","Bed Bath And Beyond","RENT",49000
409599,"< 1 year","","RENT",60000
1266349,"4 years","Hennepin County Medical Center","RENT",45000
721609,"3 years","STV Incorporated","RENT",60000
1281001,"5 years","hellmann worldwide logistics","RENT",37000
1038442,"6 years","Duane Morris LLP","RENT",55000
901134,"2 years","Nationwide Insurance","RENT",46750
1266809,"10+ years","us postal service","RENT",63000
823262,"3 years","City of East Palo Alto","RENT",130000
1003898,"3 years","Brenntag Mid-Sout","MORTGAGE",53000
759322,"4 years","Bank of Oklahoma","MORTGAGE",200000
1243717,"2 years","Clinical Pathology Labs","MORTGAGE",75000
1249959,"2 years","School District of Philadelphia","RENT",54000
1272863,"10+ years","echols glass","MORTGAGE",80000
959815,"4 years","dr sandra everett","MORTGAGE",40000
1060344,"8 years","Penske Automotive Group - BMW of SD","MORTGAGE",120000
422694,"5 years","Microsoft","MORTGAGE",125000
1286886,"10+ years","Gwinnett County Public Utilities","MORTGAGE",64000
365194,"10+ years","Shea Homes","MORTGAGE",160000
376112,"10+ years","Workers Compensation Fund","MORTGAGE",113000
365891,"1 year","NH GOP","RENT",36000
375743,"2 years","Self-Employed","RENT",75000
1264896,"< 1 year","Advance Auto Parts","RENT",95000
1294481,"3 years","Studio 94 Corp","RENT",28000
1291243,"10+ years","SCI Mahanoy","OWN",59000
1295018,"3 years","myrvpartsplace.com","RENT",75000
112227,"6 years","Norman G. Olson Insurance","RENT",40000
432187,"10+ years","self","OWN",98736
506847,"< 1 year","Abraxas I","OWN",27852
942003,"3 years","Dominos Pizza","RENT",45000
366581,"2 years","DMS Marketing","RENT",48000
243089,"9 years","CK General Construction","MORTGAGE",200000
978223,"1 year","Northwwind Engineering","MORTGAGE",60000
803704,"10+ years","Second Empire Furniture Inc.","MORTGAGE",31000
845936,"10+ years","Atkins and Pearce","MORTGAGE",48000
969361,"10+ years","Orchard Supply Hardware","MORTGAGE",73000
432897,"10+ years","Downey welding","MORTGAGE",48000
1053506,"2 years","walmart distribution","MORTGAGE",36000
725950,"3 years","California Department of Justice","MORTGAGE",120000
426115,"3 years","Rummel  Klepper  and  Kahl","MORTGAGE",60000
574859,"5 years","American Home Shield","MORTGAGE",50000
642219,"5 years","ST Microelectronics","MORTGAGE",85000
1271153,"5 years","Agusta Westland","MORTGAGE",139200
914846,"6 years","Washoe County School District","MORTGAGE",37459
596860,"10+ years","Prince William County Schools","MORTGAGE",75000
656465,"10+ years","Sarnoff Corporation","MORTGAGE",73400
899636,"10+ years","Champion Industries-CPC Printing","MORTGAGE",40000
625184,"2 years","Interfaith Medical Center","MORTGAGE",69000
585294,"3 years","New York State DEC","MORTGAGE",60000
1017727,"5 years","american sugar refining","MORTGAGE",80000
759924,"5 years","STATE FARM INSURANCE","MORTGAGE",38400
1027019,"6 years","State of Missouri","MORTGAGE",41664
423921,"7 years","Compleat Restorations","MORTGAGE",52700
1108628,"3 years","Eye care centers of america","MORTGAGE",30000
1281827,"7 years","Westlake Chemical Company","MORTGAGE",60000
617757,"2 years","Prudential","MORTGAGE",131000
607608,"3 years","Northwood Manufacturing","MORTGAGE",31200
864190,"9 years","Cork, Hill and Company, L.L.C.","MORTGAGE",54996
992800,"2 years","carolina health care","MORTGAGE",56160
722341,"10+ years","Advance Auto Parts","MORTGAGE",120000
1097939,"2 years","John Muir Health","MORTGAGE",78000
370824,"10+ years","KOIKE ARONSON INC","OWN",75000
454370,"< 1 year","Octapharma","OWN",40000
600698,"< 1 year","","OWN",70000
906620,"10+ years","UCF","OWN",49200
460293,"< 1 year","Town of Seneca Falls Highway","OWN",18720
769311,"1 year","2Dialog","RENT",50000
1049091,"1 year","CentrAlert","RENT",50000
951674,"2 years","DR, Inc.","RENT",70000
1109494,"3 years","Panasonic Avionics Corporation","RENT",80000
1033127,"4 years","Booz & Company","RENT",68500
596653,"2 years","Hagerman & Company","RENT",73000
422006,"< 1 year","Cruses-n-More","RENT",24000
448561,"< 1 year","Millenium Partners","RENT",70004
449570,"2 years","metlife","RENT",45000
1038058,"1 year","UPMC Centers for Rehab Services","RENT",45000
624526,"2 years","Apple Inc","RENT",31000
1017070,"6 years","Stanley Access Technologies","RENT",47000
616749,"4 years","TNT POOL SERVICE","RENT",48659
484841,"< 1 year","Southwestern Company","RENT",30000
1246948,"6 years","new york city marshal","RENT",45000
610554,"9 years","Military","RENT",66000
557659,"1 year","US Security Associates","RENT",13440
925837,"5 years","the severn group","RENT",52000
603653,"< 1 year","","RENT",24000
415486,"1 year","Owens-Illinois","RENT",40000
850277,"1 year","Elan Pharma via Bayside Solutions","RENT",138000
512743,"2 years","TCBY","RENT",7000
713608,"10+ years","Oceans Eleven Casino","RENT",36000
938819,"5 years","City Of Seattle","MORTGAGE",81120
1279208,"10+ years","Tanner Medical Center","MORTGAGE",70000
857007,"4 years","Northrop Grumman","MORTGAGE",72000
765611,"6 years","sorrell dev","RENT",40000
1055952,"< 1 year","Wal-Mart","MORTGAGE",39660
1236819,"< 1 year","Five Guys","MORTGAGE",47000
1199242,"1 year","Merritt's Ace Hardware","RENT",18000
900645,"1 year","RPi Electric","MORTGAGE",75000
887348,"10+ years","LOCKHEED MARTIN CORPORATION","MORTGAGE",126000
819057,"10+ years","Housing Authority of CityNew Britain","MORTGAGE",88000
989733,"6 years","Global Parcel Service","MORTGAGE",144000
954999,"7 years","Housing Authority of the City of Tulsa","MORTGAGE",84000
1068362,"< 1 year","Palm Valley Church","MORTGAGE",51000
732478,"4 years","McCook Cold Storage","MORTGAGE",150000
783349,"7 years","Wing memorial hospital","MORTGAGE",150000
712783,"< 1 year","Comsys","MORTGAGE",74400
1071108,"10+ years","Self","OWN",87600
780554,"4 years","PROVIDENCE EMILY COURT","RENT",23000
856918,"< 1 year","Visual Elements","RENT",144000
921618,"< 1 year","Sunbelt Staffing","RENT",57600
418187,"1 year","medco health solutions","RENT",28800
959750,"1 year","Hyundai Marine & Fire Insurance Co, Ltd","RENT",45000
781732,"< 1 year","awnings by bill lioyd llc","RENT",12000
1097946,"2 years","Seapointe","RENT",19200
712316,"4 years","ABM/Cushman Wakefield","RENT",107000
521210,"4 years","Hi Lex Controls, Inc","RENT",39500
868413,"1 year","General Moly Inc","RENT",54000
1093649,"2 years","RedBrick Health","MORTGAGE",133000
907955,"10+ years","New York City Transit Authority","MORTGAGE",112200
935771,"10+ years","US Postal Service","MORTGAGE",63600
887346,"3 years","NYC trasit","MORTGAGE",65000
840065,"6 years","Oasis Landscape Construction","MORTGAGE",66000
860660,"< 1 year","RM Contracting SISCA Northeast","MORTGAGE",91200
845173,"< 1 year","AON Corporation","MORTGAGE",77604
514664,"2 years","BVK Gaming Inc","RENT",64200
732264,"5 years","Allstate","RENT",30000
763854,"1 year","Sears","RENT",27000
513593,"< 1 year","National Packaging Corporation","RENT",90000
382507,"4 years","Princeton University","RENT",30500
536776,"4 years","J & W","RENT",55000
714585,"5 years","United States Patent and Trademark","RENT",106000
1084698,"6 years","Bear Canyon Health Circle","RENT",72000
1106766,"2 years","Best Buy","RENT",14400
958046,"5 years","bremner","MORTGAGE",39600
1278645,"6 years","Mandalay Bay Resort & Casino","OWN",38400
1072500,"5 years","Tektronix","MORTGAGE",129996
1020498,"6 years","USPS","MORTGAGE",39600
750138,"6 years","Mifflin Township Division of Fire","MORTGAGE",63600
722244,"7 years","Data Mail","MORTGAGE",57600
883495,"1 year","Contour Global","MORTGAGE",50000
752485,"10+ years","Cheshire Medical Center","MORTGAGE",84000
1103407,"10+ years","Freelance","MORTGAGE",113592
884748,"3 years","","MORTGAGE",55000
1076660,"3 years","Bar S Foods","MORTGAGE",33276
1095866,"5 years","lexus of orlando","MORTGAGE",48000
825729,"9 years","HILLMAN GROUP","MORTGAGE",38000
824452,"8 years","","MORTGAGE",60000
887079,"10+ years","Independent Group Realty","MORTGAGE",31500
910476,"3 years","Comcast","MORTGAGE",78000
1046640,"10+ years","J.D.Neuhaus L.P","OWN",87000
889911,"5 years","northside veterinary clinic","OWN",25000
689397,"4 years","Trinity EMS","OWN",40000
911416,"1 year","Sargent Manufacturing Co.","RENT",62500
1027976,"3 years","West Coast Property Management","RENT",24000
912622,"2 years","Motor Excellence","RENT",87492
691737,"5 years","KidsII","RENT",48000
871898,"< 1 year","Oxford International","RENT",30000
852684,"8 years","VILLAGE OF ELMSFORD","RENT",60000
867321,"4 years","wyoming department of corrections","RENT",36000
1038282,"1 year","Regions Financial Corporation","RENT",36360
771312,"6 years","greg bailey enterprises","RENT",28800
987154,"10+ years","SQUEAKY CLEAN","MORTGAGE",30000
916377,"1 year","VF Corp","MORTGAGE",114600
990424,"6 years","Nassau University Medical Center","OWN",43800
751216,"9 years","Haug Optometry","RENT",26400
1186767,"10+ years","Harvey building products","MORTGAGE",48000
1214209,"7 years","interstate elec.","MORTGAGE",54000
750085,"10+ years","aspen waste systems","MORTGAGE",104400
771688,"10+ years","Pajaro Valley Unified School District","MORTGAGE",87055
887552,"5 years","Ganeinu Preschool","MORTGAGE",52800
873766,"10+ years","Los Angeles County","MORTGAGE",93600
969968,"3 years","Diversified Tooling Innovations","MORTGAGE",24720
770068,"10+ years","The Gambrinus Company","OWN",79200
901860,"2 years","Event Interface","MORTGAGE",78000
1094483,"6 years","Advanced Midrange Technologies","MORTGAGE",43000
816656,"< 1 year","City of Bonney Lake","MORTGAGE",81000
1195817,"10+ years","jewish community service","MORTGAGE",48000
854749,"2 years","Thermo Fisher Scientific,Inc","MORTGAGE",105000
691805,"4 years","APL FEDERAL CREDIT UNION","MORTGAGE",39700
1000015,"8 years","Human Technology","MORTGAGE",60000
314627,"10+ years","ATLANATA BONDED WAREHOUSE","MORTGAGE",50000
275581,"< 1 year","niagara academy","MORTGAGE",53000
910401,"10+ years","United Van Lines","MORTGAGE",80000
599166,"10+ years","Excel Sportswear","MORTGAGE",53000
562192,"10+ years","Ferrellgas","OWN",110000
956687,"4 years","Ancon Marine","RENT",75000
1070101,"10+ years","us army","RENT",84000
664078,"10+ years","city of san francisco","RENT",71000
263887,"10+ years","U.S.P.S","RENT",50433
1010795,"4 years","GWWO INC./ ARCHITECTS","RENT",42000
1247221,"5 years","Spacelabs heatlhcare","RENT",46000
889947,"6 years","ITT Corporation","RENT",30720
649786,"2 years","Millis Transfer Inc.","RENT",40000
633122,"4 years","","RENT",33000
551668,"9 years","Crate & Barrel","RENT",57000
394399,"9 years","Capital One Financial","RENT",70000
453776,"10+ years","Bright Horizons Family Solutions","RENT",41000
570553,"8 years","Weichert, Realtors","RENT",47831
387811,"< 1 year","JD strategies/ Gap Inc","RENT",64000
1084532,"1 year","Westchester Medical Center","RENT",63000
1086545,"2 years","DMEAutomotive","RENT",90000
540894,"2 years","Delta Systems Inc","RENT",74000
293079,"2 years","Eaton Vance Management","RENT",57500
1277399,"10+ years","William Beaumont Hospital","RENT",35000
356115,"9 years","Paul Bell","RENT",29976
1274787,"3 years","Sparkhound","RENT",84500
822899,"10+ years","American Honda","MORTGAGE",64800
1194763,"5 years","Teletracking Technologies","MORTGAGE",66000
1265001,"9 years","West Customer Management Group LLC","MORTGAGE",31000
976503,"2 years","ramos @ associates inc.","MORTGAGE",60000
990597,"5 years","Monster Worldwide","MORTGAGE",52000
1268841,"< 1 year","Gifts By Design","MORTGAGE",114000
1065114,"6 years","EMC","MORTGAGE",90000
1085280,"7 years","PIONEER BALLON COMPANY","OWN",27852
1000233,"1 year","beaver express","OWN",30480
930900,"3 years","NOVA Southeastern University","OWN",36000
783385,"7 years","B&G Produce","OWN",30000
1279878,"7 years","Miami Dade County Public Schools","RENT",45000
1028705,"10+ years","Port Authority of NY & NJ","RENT",94438
941887,"4 years","Georgia Southern University","RENT",32496
645077,"1 year","Dr. Margareta Gavrila DDS","RENT",33600
940536,"< 1 year","Aegis","RENT",30000
766230,"< 1 year","Children's Vision First/ SFUSD","RENT",24000
784024,"3 years","CodeXInc","RENT",50000
464281,"4 years","RGIS Inventory Specialists","RENT",33036
989289,"7 years","DUBELL LUMBER CO.","RENT",30784
901859,"10+ years","PCTI Board of Education","RENT",58479
691830,"3 years","R.G. Niederhoffer Capital Management","RENT",65000
826098,"5 years","harris teeter","RENT",38000
831132,"10+ years","Boar's Head Provisions Co. Inc","RENT",38000
959422,"10+ years","City of Alamogordo","MORTGAGE",56000
945524,"8 years","Progressive Insurance","RENT",35239
705600,"3 years","washington university","RENT",48000
1264371,"1 year","USA Childrens & Womens Hospital","MORTGAGE",62000
1089538,"1 year","Federal Government","MORTGAGE",68804
1268848,"10+ years","US Navy","MORTGAGE",110000
1053076,"10+ years","Motorola Solutions, Inc.","MORTGAGE",82000
790329,"10+ years","Tierzero","MORTGAGE",75000
1036948,"10+ years","Dr Timothy Ellis & Dr. Abramowitz","MORTGAGE",53550
741930,"10+ years","CREDO","MORTGAGE",150000
1074708,"10+ years","Anchor Sign  Inc.","MORTGAGE",155004
832219,"10+ years","United States Marine Corps","MORTGAGE",88560
1068685,"2 years","National Credit Union Administration","MORTGAGE",71000
746102,"4 years","FCI Constructors, Inc.","MORTGAGE",57200
990841,"4 years","superior health plan","MORTGAGE",35000
1026708,"4 years","Norfolk Public Schools","MORTGAGE",38014
